userName;score;label;at;content
ABA 2021;2;Negatif;29/10/2023 15.07;Tolong pengembalian dana bisa secepatnya,jagan sampai ngendap berlama-lama.supaya bisa di pake ambil order lagi.itukan ulah CS fiktip sehingga terkena potongan saldo
Sutarwan Iwan;5;Positif;29/10/2023 15.07;ok
Ari Dwi Haryadi;1;Negatif;29/10/2023 14.01;PARAHHH CS BISA MAENIN ARGO.. EDIT ARGO.. JARAK 22KM NORMAL NYA 60RBAN BISA JDI 30 REBU.. UDH KACO SYSTEM INDRIVE..
heru pujianto;1;Negatif;29/10/2023 13.56;Apk bodoh ga prof Order menghilang dan tidak di ambil driver
M.Syahril harahap Ariel;1;Negatif;29/10/2023 13.42;1 apk tidak bagus 1 harian Bawak indrever cuma dapat 4 orderan untuk minyak pun kurang gak beres apk nya
Slamet Purwanto;1;Negatif;29/10/2023 13.38;banyak orderan fiktif, banyak dreiver pakai aplikasi curang, bikin orderan fiktif, aplikasi bisa hancur karena ulah dreiver nakal
irwan syah;1;Negatif;29/10/2023 13.28;TOLONG ORDERAN FIKTIF YANG BUAT MOTOR DI BASMI,MERUGIKAN DRIVER,SAYA SUDAH DUA KALI KENA
Moch Resta Nugraha;4;Positif;29/10/2023 13.18;"Gak tau ini indriver kenapa dibagian chat dengan pengemudi tidak bisa dibuka dan selalu ""terjadi kesalahan, silahkan coba nanti"" aneh ini duh. Tolong segera perbaiki. Saya sudah update karena menghindari bug atau error ternyata eh malah error juga nih udah diupdate tuh"
Dermawan;1;Negatif;29/10/2023 13.03;Aplikasi nya kurang bagus sorry ya
Herry Adza;1;Negatif;29/10/2023 12.53;"""Apa yang diharapkan dari narik Indriver sekarang... AUTOBID DIHILANGKAN,,Orderan jauh berkurang malah 0 orderan...Pantas banyak yang beralih ke MOD,,hampir 90% pakai MOD,,kalau begini Lama2 Indriver akan ditinggalkan Driver ORI & Penumpang yang komplen karena Indriver tidak mendengarkan KELUHAN2 kami...."
Amsong Cue (Airil);1;Negatif;29/10/2023 12.50;Saya mengirim screenshot asli bukan rekayasa kenapa di tolak?? Tolong berikan saya contoh screenshot yang benar. Terimakasih
Firman Syah;1;Negatif;29/10/2023 12.49;bnyk driver yg pakai aplikasi tuyul...yg jujur ga bakal dpt orderan
qadri heryadi;5;Positif;29/10/2023 12.18;Mantap ✨️
Kartika Nurhaifah;5;Positif;29/10/2023 12.10;Bagus
Dina Octafiani;5;Positif;29/10/2023 12.07;Insya allah bisa membantu
Michael Marpaung;5;Positif;29/10/2023 12.05;Semoga akun ku gacor.
Ridwan Gunawan;5;Positif;29/10/2023 12.02;moga lebih sukses
Yonita Cahya;2;Negatif;29/10/2023 11.40;Entah kenapa akhir² ini dapat driver yg nggak jelas. Dari mobil bau rokok, driver yg kurang sopan terkesan menyalahkan penumpang pdahal dia yg salah persepsi soal alamat tujuan, sampai driver yg nyasar jemput lama banget tapi ditelpon nggak dijawab. Tolong diperbaiki lagi sistemnya. Terima kasih
Suritex Cibodas;4;Positif;29/10/2023 11.35;Rezeky sudah ada yang ngatur , kita cuma bisa berusaha ... 🙏
Turis Antto;5;Positif;29/10/2023 11.26;aplikasinya bagus sekali sangat membantu
i am;5;Positif;29/10/2023 11.14;oke
Fitri Fitri;5;Positif;29/10/2023 11.04;sangat tepat waktu
Ridwan Cirebon;4;Positif;29/10/2023 10.29;Tolong lah di kota Cirebon di kasih tawaran otomatis nya
Rahmat;1;Negatif;29/10/2023 10.18;Saya driver yg sangat susah sekali mendapatkan orderan karena masih banyak driver yg pake apk mod.Buat rekan rekan driver yg ori jangan harap dapat orderan.Saya yakin kalau sistemnya tidak di perbaiki maka akan banyak driver yg meninggalkan indrive dan customer akan pindah ke apk ojol sebelah.
gracilia ester15;5;Positif;29/10/2023 10.04;Mantap
Rizky Sapjoel;2;Negatif;29/10/2023 10.00;Udah 2 hari gapernah masuk lelangan. Gimana ini indrive?
Thia Gaby;1;Negatif;29/10/2023 09.53;Koq di upload nggak prnah jdi yah,....
Candra Kumbara;5;Positif;29/10/2023 08.07;bagus deh
Muhamad Irza;1;Negatif;29/10/2023 07.57;Aplikasi gak berguna sudah 3 bulan sama sekali tidak dapat orderan. Saya tunggu di tempat keramaian jarak dekat notif tidak ada langsung muncul tulisan orderan sudah diambil. Aplikasi gak berguna sama sekali habis habisin bensin aja. Tolong dong kepada tim IT jangan tidur aja. Aplikasi ini tolong secepatnya diperbaiki banyak driver yang mengeluh tentang aplikasi ini yang gak berguna sama sekali😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡
Dbd us;1;Negatif;29/10/2023 07.52;Apaan kemaren 15k sekarang malah 28k padahal rute yg sama. Aplikasi payah
Jefri Hanra;5;Positif;29/10/2023 07.29;good job
Liang Huat;4;Positif;29/10/2023 07.06;Cukup bagus
rini widianingsih;5;Positif;29/10/2023 07.04;nyaman bnget
Fawaz;1;Negatif;29/10/2023 07.04;Saran saya Jangan gunakan aplikasi Indrive, Karena udah banyak Apk Mod yang meresahkan, Udah sebulan gak dapet Order, Ini Aplikasi Buruk banget, jangan dipakai gak recomended, kasian yang mau cari uang buat nafkahi keluarga.. Karena gak ada perhatian dari pihak InDrive, mau jadi prioritas aja sulit udah sebulan Tidak ada Stok jaket sama helm, Tapi meski jadi prioritas tetap kalah sama aplikasi Mod, Payah ini aplikasi.. Segera beralih ke aplikasi lain.. 🤦🏽‍♂️🤦🏽‍♂️🤦🏽‍♂️
Richardo;2;Negatif;29/10/2023 06.37;Pendaftaran online saya di tolak terus. Padahal berkas sesuai dan lengkap seperti persyaratan
Saor Setia;4;Positif;29/10/2023 06.34;masih sulit dalam ongkos mobil driver nya, soal nya mahal sekali ongkos nya, ngga bisa di tawar kan 🙏🙏🙏
Iya Jhon;1;Negatif;29/10/2023 06.29;jadi lemot bgt nih aplikasi.segera perbaiki
Achmed Taufiq;5;Positif;29/10/2023 05.53;great aplication
Imam Mulyana;5;Positif;29/10/2023 05.33;good
ASEP SHOP;1;Negatif;29/10/2023 05.27;selalu jawaban yg gak pasti.bukti nyata driver jabodetabek pake mod semua.gak ada yg pake ori.
Ari Santika;5;Positif;29/10/2023 05.13;Klo in driver minimal berapa orang untuk penumpang go car
Lukman Rasjid;5;Positif;29/10/2023 04.34;baik
dedy yuhantoro;5;Positif;29/10/2023 04.32;Ok
Ayah Reres;1;Negatif;29/10/2023 04.26;Makin kesini makin anyep alias sepi orderan Seharian di nyalain gak ada satu 1 yg nyantol Padahal akun udah high Akun bot,mod merajalela . Merugikan Cst sama driver original Dan heran masih di biarkan sama pihak aplikator. Membuat cst pindah ke aplikator lain .
Zillan Zalila;5;Positif;29/10/2023 04.13;menyenangkan
Yuda Sari;5;Positif;29/10/2023 03.38;good llll
Syahrial Lubis;5;Positif;29/10/2023 03.31;Aplikasi bagus
Aira Medina;5;Positif;29/10/2023 02.47;best
Rafika Yani;5;Positif;29/10/2023 02.26;baik
Rahmad Sugiarto;5;Positif;29/10/2023 02.19;Top
Devi Indriana;5;Positif;29/10/2023 02.10;alhamdulillah tdk pernah mengecewakan selama pake indrive
Galih Ismeth;5;Positif;29/10/2023 01.52;nyaman
Eka Wahyuni;5;Positif;29/10/2023 01.38;tarif nya terjangkau
Aprilansa Ansa;5;Positif;28/10/2023 23.28;sangat berguna
permadi sindhi;5;Positif;28/10/2023 22.21;Untuk di kota malang sudah menggunakan versi yang terbaru tetapi justru semakin lemot dan selalu bufering. Driver semakin susah untuk memilih penumpang . Sedangkan ketika saya jalan di kota lain yaitu dikota surabaya, justru aplikasi yg di gunakan masih pake versi yang lama. Kalau boleh saya memberi masukan, lebih baik untuk versi app di gunakan yang sama, dan lebih baik lagi app yang di pakai versi yang lama.
Aeprextor Rextor;4;Positif;28/10/2023 21.51;Aplikasinya sekarang tidak bisa tambah dana akun nge blank..jadi susah ..gimna nih solusi nya...ga ada lagi jalan lain...🤕
Nur nurul;2;Negatif;28/10/2023 21.02;tolong buat pengguna Apple kalau ngedit harga jangan terlalu sadis .. kasian driver cari duit panas2 hujan2 demi jemput kalian .. dia jg punya keluarga yg harus di nafkahin jangan seenak aja edit harga semau nya ! memang pelanggan raja tapi raja gak cari harga yg edit harga terlalu sadis... tolong buat orang kantor indDriver tindak buat pengguna Apple masa ada harga 9.000/10.000 kasian driver butuh bensin bukan butuh air keran
Iyan Akbar;5;Positif;28/10/2023 20.02;Semoga lebih baik dan jauh lebih baik lagi
Aab Basalamah;1;Negatif;28/10/2023 18.30;Aplikasi tidak ada auto bid di wilayah Surabaya. Terlalu banyak pakai aplikasi mod/aplikasi bukan ORI wilayah Surabaya. Tolong di perbaiki 🙏🙏🙏
warsito way;5;Positif;28/10/2023 18.14;pelayanan baik
Riko budiatman;2;Negatif;28/10/2023 17.08;Indrive semnjak di update suka error klo nerima ordrn suka kadaluarsa gmn it indrive nih
aidanurulfitri 217;5;Positif;28/10/2023 16.16;selalu ada saat dibutuhkan, biaya terjangkau
Gindri Triwulan;4;Positif;28/10/2023 16.15;Kenapa skrg titik driver ga sama kayak di aplikasi , jauh jauh banget titik jemput nya
Anggra Saputra;1;Negatif;28/10/2023 15.51;Lah ini indriver knpa dah?? Perasaan penumpang ga dibawa ko masih tetep di potong sih??? Kan kita ga bawa penumpang nya. Gajelas 😴
Dimas Additya;1;Negatif;28/10/2023 15.45;Banyak yang pakek aplikasi tmbhan mohon d perbaiki keamanan apk indrive
Suparto Parto;5;Positif;28/10/2023 15.12;bagus sekali app ini
rehan wisanggeni channel;5;Positif;28/10/2023 15.07;Min tolong driver yang pakai aplikasi mod indrivernya segera diblokir otomatis segera ditindaklanjuti,sementara saya kasih bintang 3 dari aplikasi indriver kalo sdh diblokir yang memakai aplikasi mod khusus indrivernya segera dideteksi orang yang memakai aplikasi mod dan tidak memakai aplikasi orinya,segera ditindak lanjuti kalo sdh ditindaklanjuti orang yang memakai aplikasi mod indrivernya dan segera di blokir akan saya ksh bintang 5,saya tunggu informasinya,terima kasih🙏
Dk;5;Positif;28/10/2023 14.41;Alhamdulillah terima kasih banyak
indra Syah putra;5;Positif;28/10/2023 14.27;Jgn pilih kasih
Rangga Ditya;2;Negatif;28/10/2023 13.59;Booting app nya ngalah2in booting windows .. Yg duo ijo skali klik logo app langsung ke menu .. Ini indrive msh logo doang selama 15/20 detik. . Resource nya besar untuk app tarif receh .. Note : hp ram 6 tanpa game apapun dan app apapun murni untuk kerja ...
Oktafiana Burhan;5;Positif;28/10/2023 13.57;boleh
Andre Dylan;2;Negatif;28/10/2023 13.34;Harus nya jarak penjemputan itu jangan terlalu jauh rugi di bensin sebelum nganter ..
saut sitompul;1;Negatif;28/10/2023 13.17;aplikasi paling bobbrok
Muhammad Syafiq Assyauqi;1;Negatif;28/10/2023 13.01;Aplikasi nya ngaco terus
Wulan Wulan;1;Negatif;28/10/2023 12.58;Kasihan dengan driver anda masa harga nego kaya opang aja, ingat motor driver dan bensin driver dan service driver bukan dari perusahan
Zahra Revalina;1;Negatif;28/10/2023 12.32;Drivernya pada belagu milih2 ngambil orderan 👎
Ahmad Rafli;5;Positif;28/10/2023 11.29;walaupun Indrive mematuk harga sangat murah katakan Alhamdulillah Terima Kasih sedang hatimu meridhoi nya, karena Naik Derajat karena Syukur mu.
annisa fitriani;5;Positif;28/10/2023 11.16;murah
Romy Shara;5;Positif;28/10/2023 10.47;Aplikasi yg sangat membantu baik untuk yg berusaha ataupun untuk yg berkepentingan bekerja atau berbelanja
Jumadi juventino;5;Positif;28/10/2023 10.22;Ok
Kp_Kiki Aulia Fitri Tanjung;1;Negatif;28/10/2023 10.02;Indriver makin gak jelas , saya order bike , diaplikasi 1 menit , gak taunya drivernya jauh , ditanya dimana malah marah marah .
Sidik Abdulsukur9;2;Negatif;28/10/2023 10.01;Perkembangan nya buat aplikasi indrive jadi susah buat dapat orderan.. Banyak di tolak nya.. 🤣🤣🤣🤣🤣 Sabar aja para driver mungkin ini aplikasi lagi uji kita semua.. 🤲🤲 ??? kalo aplikasi lain sih masih berjalan lancar masih dapat uang buat beli roko atau makan kan kalo di sini mah gi mana costumer yang milih 😂😂😂😂 jadi gimana rizki nya aja.. 🙏🙏🙏🙏🙏🙏🙏
Alex Christian;1;Negatif;28/10/2023 09.56;Aplikasi ojol yg sangat parah dan membuat drivernya semakin melarat. Masa iya ulasan bintang 1 sebulan lebih ga naik naik padahal sdh banyak ulasan dan pujian bintang 5 dari custumer bisa ga naik juga. Tolong dong para karyawan sistemnya agak yg pake otak dikit jangan buat orang makin susah. Kalau ulasan turun otomatis orderan ga ada yg masuk. Pakai otak yahhhhh, masa karna ulasan jelek sekali hancur puluhan pujian.
Ismail mail Ismail mail;5;Positif;28/10/2023 09.51;sangat bagus
Dewi Nurahma wulan;2;Negatif;28/10/2023 09.34;Selain map berubah tempt saat pembaharuan jadi banyak iklan di semua aplikasi... Aneh, bug terlalu banyak
Syahrun Karunia Passa;5;Positif;28/10/2023 09.14;ok mantab
Anna Rohana;5;Positif;28/10/2023 09.11;Oke
Guntur;5;Positif;28/10/2023 09.06;APK perjalanan terbaik
Herix Febriantoarly;2;Negatif;28/10/2023 08.57;Aplikasi indriver mintak di update terus, baru satu hari siap update,, mintak update lagi,.. indriver gelisah mintak di update terus menerus,,..baru onbid,, bergeser sendiri ke offline...
Jajang Supriatna;5;Positif;28/10/2023 08.50;sangat bisa di andalkan 👍🏻👍🏻👍🏻
judy rambing;2;Negatif;28/10/2023 08.50;pengguna mod semakin merajalela.
Muhammad Rafli;5;Positif;28/10/2023 08.33;lebih hemat
dhyolan chanel;1;Negatif;28/10/2023 08.32;low respons parah gak bisa ngatasi masalah status kerja da jawabannya kurang memuaskan jangan install app ini rugiiii
deden riko;5;Positif;28/10/2023 08.03;sangat baik
Inyong Sleketep;5;Positif;28/10/2023 08.01;Tolong perbaiki lagi map-nya, harusnya sepeda motor, malah disuruh lewat tol, terus kadang kita dibuat semakin jauh harus muter padahal dekat.
Rizky Medan;1;Negatif;28/10/2023 07.57;"Tolong la pihak indri klk ada orng mintak bantu lngsung respon knp , sya baruaja kenak Opik penumpang gak muncul "" ditlpon gak diangkat malah dimatikan gak lama dia emot ketawak suruh nunggu SMPK pagi ktanya pulak gimn itu sya cncel orderan palsu tapi tepat di potong saldo bukan dikit tadi 160 RB ongkos potongan 16 lbih cobak sya cet bantuan gak dibles bles emng apk 🐷 klen gak ada yang bantu ,driver"
FirmanZoyz;2;Negatif;28/10/2023 07.47;Performa semakin buruk. Order terdekat tidak muncul dilayar penuh.
Jimmi Handoko;2;Negatif;28/10/2023 07.31;Buat pemain baru sepeti saya dengan app ori seperti tidak di perhatikan krn kalah trus dengan yg pakai mod, jangankan dpt orderan 2 atau 3 untuk dpt 1 orderan dri subuh hingga sore atau malam udh hebat x itu bahkan lebih sering tidak dapat orderan sama sekali, klo bgni mgkn mgkn 2 atau 3 thun bru rating atau riwayatny bagus, usaha pun menunnggu dri pagi sampai malm dan ketempat yg titik ramai pun hasilny 0. Kecewa bgt padahl saya berharap ini bisa membantu ekonomi di rmh
Khoirul Anam;5;Positif;28/10/2023 06.54;mantap pelayanan nya
Lanny setiawati;5;Positif;28/10/2023 06.39;driver baik, sopan 👍
Pbm Al;1;Negatif;28/10/2023 06.35;Tolong perjalan driver perbaiki .. update terus . Tapi perjalanan driver tidak bertambah sampai sudah mau 1 bulan seperti ini
Dzikra fahira;4;Positif;28/10/2023 06.05;Bagus sekali
Asep Maulana;5;Positif;28/10/2023 05.59;Mantap aplikasi nya
dedi kustiadi;1;Negatif;28/10/2023 05.53;Ripuh
Sultan Al adhzan;5;Positif;28/10/2023 05.44;sangat bermanfaat
Jimmy Maunino;2;Negatif;28/10/2023 05.40;Versi terbaru 👹👺👹👺,, kenapa buffering trus, memuat permintaan trus,, orderan gak muncul,, sangat jelek, tolong segera diperbaiki karena batere HP cepat habis gara3 buffering
novice sale;1;Negatif;28/10/2023 05.30;udah gak pernah di kasih orderan ,, ceitical update meresahkan .. mending uninstall daripada cape hati
umar bk;1;Negatif;28/10/2023 05.28;Tolong perbaiki donk mod atau member di berantas biar enak murni maen nya
Manda Idn;5;Positif;28/10/2023 05.18;bagus puas
Dony Keysa;5;Positif;28/10/2023 05.11;Kita ambil penumpang masih dijalan penumpangx gak sabaran ada kena macet lsg diblokir maps yg seharusx di titik jemput kita tombol navigasix tambah ditempat tujuan mapp harus di perbaiki
io io;1;Negatif;28/10/2023 05.04;Susah amat dapet orderan dah 3 hari massa GK ada yg yangkut,,teu adilll pisan aplikasi teh lieeeeeng,sllam pemburu receh
Khas Pui;5;Positif;28/10/2023 04.57;Sempurna
tripoly shoes;5;Positif;28/10/2023 04.49;Bagus,, tapi sayang untuk jarak pengambilan lumayan jauh2..dan hatus gerak cepat banget.. Maps nya tolong di benarkan min.. Trimakasih..
Mappa Sombat;5;Positif;28/10/2023 04.37;bagus
Rizki Alfaritsi;1;Negatif;28/10/2023 04.35;Kepada pihak indrive tolong perbaiki dong fitur rute dalam perjalanan, saya pilih arah jalan pulang, eh malah dapet lagi ke belakang,kan saya pengen pulang sambil berharap ada orderan arah pulang juga, ini malah kemana gak jelas, kayak gak berfungsi aja fitur rute dalam perjalanan, tolong perbaiki lah
Joni Haryanto;2;Negatif;28/10/2023 04.06;Saya bingung nih aplikasi,, seriuss
Bunhow Juni;5;Positif;28/10/2023 03.52;good
Novan Sudrajat;1;Negatif;28/10/2023 03.21;"Knp ya jika penumpang membatalkan orderan saldo kita yang terpotong? Dan pengembalian dana nya pun sangat lama. Saldo tinggal 3rb lg, dpt order dgn ongkos 41rb. Baru di chat halo, dan sesuai titik kah! CS membatalkan orderan otomatis saldo kita terpotong, dan saldo pun minus dan ga bisa LG Nerima order. CS yg pesan, cs yg membatalkan orderan kita yg kena getah nya. Blm dpt duit udah di ambil duluan duit nya.. Mending klo kita lg punya uang tinggal topup lg. Ini bner"" mengandalkan saldo yg 3rb!!!"
M Jiwar Maulidil Musthofa;5;Positif;28/10/2023 03.19;bagus banget
Hendri Panjul;5;Positif;28/10/2023 02.57;Sangat bagus
AL Qasih;1;Negatif;28/10/2023 02.18;iNDriver paraah amat si skrng .!!! Jarak -+ 500m dr Lok sya ga masuk, boro boro dapet order bunyi ajah kaga, yang di tampilkan jarak jauh semua diatas 5-10kg. Berbeda dr 6bln yang lalu slalu gacor ,order selalu masuk jarak dekat atau jauh, skrng malah pait, tolong di perbaharui menjadi lebih baik lg dr yang sekarang. terima kasih iNDriver sudah memberikan penghasilan lebih ke sya di 6 bulan sebelumnya.
Rachmat Ichsan;1;Negatif;28/10/2023 01.43;Eror Mulu Tidak nyaman Perjalan gk nambah klau cs order dan di batalin driver saldonya di potongan
syul syane;2;Negatif;28/10/2023 01.26;Aplikasi ini oke lah
Ryanto Arenda;5;Positif;28/10/2023 01.17;mobil bersih dan hati hati berkendara...tks indriv.
MasNu Cux;1;Negatif;28/10/2023 00.25;Kenapa akun gua jadi gabisa login anjay!!!
Yana yustiana;5;Positif;28/10/2023 00.25;bagus,on time
Bhakti Satriyawan;1;Negatif;28/10/2023 00.22;Hargannya isi saldo Indriver kemahalan dan harga nya kemurahan
Dedik Dedik;1;Negatif;28/10/2023 00.08;Pantas bintang 1
Afi Andi;5;Positif;28/10/2023 00.01;Mohon di tingkat kan lagi orderan dan aplikasinya
Sodek Sodek;5;Positif;27/10/2023 23.33;OKY
Nur Holidah;4;Positif;27/10/2023 23.31;Biaya lebih murah Hanya saja, masih kekurangan driver baik mobil atau motor.. jadi lumayan lama nunggunya.. 😁
Aprilia Rusdiana;5;Positif;27/10/2023 23.07;sangat memuaskan
Isma Niar;5;Positif;27/10/2023 22.43;good
Arief Rahman;5;Positif;27/10/2023 22.33;OJOL transportasi paling murah sedunia 😁
Muhamad Reza G;5;Positif;27/10/2023 21.46;Bismilah semoga akun nya makin gacor aja
Jagung Bakar;5;Positif;27/10/2023 20.15;Ntuk kota2 lumayan melimpah tp Antarkota masalah sinyal aneh update versi malah hmm.... Please dech.... Broo
Apriyadi Cawang;1;Negatif;27/10/2023 19.54;Nih gmn min... Ko driver yg batalin order malah ke potong saldo nya.. hadech.. belom jln lom apa dah ke potong..makan dah saldo driver yg tidak punya salah.. mentamg2 dah naik daun dikit malah belagu orang kantor
