"content","label"
"Untuk di kota malang sudah menggunakan versi yang terbaru tetapi justru semakin lemot dan selalu bufering. Driver semakin susah untuk memilih penumpang . Sedangkan ketika saya jalan di kota lain yaitu dikota surabaya, justru aplikasi yg di gunakan masih pake versi yang lama. Kalau boleh saya memberi masukan, lebih baik untuk versi app di gunakan yang sama, dan lebih baik lagi app yang di pakai versi yang lama.","Positif"
"Aplikasinya sekarang tidak bisa tambah dana akun nge blank..jadi susah ..gimna nih solusi nya...ga ada lagi jalan lain...ðŸ¤•","Positif"
"tolong buat pengguna Apple kalau ngedit harga jangan terlalu sadis .. kasian driver cari duit panas2 hujan2 demi jemput kalian .. dia jg punya keluarga yg harus di nafkahin jangan seenak aja edit harga semau nya ! memang pelanggan raja tapi raja gak cari harga yg edit harga terlalu sadis... tolong buat orang kantor indDriver tindak buat pengguna Apple masa ada harga 9.000/10.000 kasian driver butuh bensin bukan butuh air keran","Negatif"
"Semoga lebih baik dan jauh lebih baik lagi","Positif"
"Aplikasi tidak ada auto bid di wilayah Surabaya. Terlalu banyak pakai aplikasi mod/aplikasi bukan ORI wilayah Surabaya. Tolong di perbaiki ðŸ™ðŸ™ðŸ™","Negatif"
"pelayanan baik","Positif"
"Indrive semnjak di update suka error klo nerima ordrn suka kadaluarsa gmn it indrive nih","Negatif"
"selalu ada saat dibutuhkan, biaya terjangkau","Positif"
"Kenapa skrg titik driver ga sama kayak di aplikasi , jauh jauh banget titik jemput nya","Positif"
"Lah ini indriver knpa dah?? Perasaan penumpang ga dibawa ko masih tetep di potong sih??? Kan kita ga bawa penumpang nya. Gajelas ðŸ˜´","Negatif"
"Banyak yang pakek aplikasi tmbhan mohon d perbaiki keamanan apk indrive","Negatif"
"bagus sekali app ini","Positif"
"Min tolong driver yang pakai aplikasi mod indrivernya segera diblokir otomatis segera ditindaklanjuti,sementara saya kasih bintang 3 dari aplikasi indriver kalo sdh diblokir yang memakai aplikasi mod khusus indrivernya segera dideteksi orang yang memakai aplikasi mod dan tidak memakai aplikasi orinya,segera ditindak lanjuti kalo sdh ditindaklanjuti orang yang memakai aplikasi mod indrivernya dan segera di blokir akan saya ksh bintang 5,saya tunggu informasinya,terima kasihðŸ™","Positif"
"Alhamdulillah terima kasih banyak","Positif"
"Jgn pilih kasih","Positif"
"Booting app nya ngalah2in booting windows .. Yg duo ijo skali klik logo app langsung ke menu .. Ini indrive msh logo doang selama 15/20 detik. . Resource nya besar untuk app tarif receh .. Note : hp ram 6 tanpa game apapun dan app apapun murni untuk kerja ...","Negatif"
"boleh","Positif"
"Harus nya jarak penjemputan itu jangan terlalu jauh rugi di bensin sebelum nganter ..","Negatif"
"aplikasi paling bobbrok","Negatif"
"Aplikasi nya ngaco terus","Negatif"
"Kasihan dengan driver anda masa harga nego kaya opang aja, ingat motor driver dan bensin driver dan service driver bukan dari perusahan","Negatif"
"Drivernya pada belagu milih2 ngambil orderan ðŸ‘Ž","Negatif"
"Gimna mau dpt, yg Paki mod lebih canggih otomatis Lang sung lelang.","Netral"
"walaupun Indrive mematuk harga sangat murah katakan Alhamdulillah Terima Kasih sedang hatimu meridhoi nya, karena Naik Derajat karena Syukur mu.","Positif"
"murah","Positif"
"Aplikasi yg sangat membantu baik untuk yg berusaha ataupun untuk yg berkepentingan bekerja atau berbelanja","Positif"
"Ok","Positif"
"Indriver makin gak jelas , saya order bike , diaplikasi 1 menit , gak taunya drivernya jauh , ditanya dimana malah marah marah .","Negatif"
"Perkembangan nya buat aplikasi indrive jadi susah buat dapat orderan.. Banyak di tolak nya.. ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ Sabar aja para driver mungkin ini aplikasi lagi uji kita semua.. ðŸ¤²ðŸ¤² ??? kalo aplikasi lain sih masih berjalan lancar masih dapat uang buat beli roko atau makan kan kalo di sini mah gi mana costumer yang milih ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ jadi gimana rizki nya aja.. ðŸ™ðŸ™ðŸ™ðŸ™ðŸ™ðŸ™ðŸ™","Negatif"
"Aplikasi ojol yg sangat parah dan membuat drivernya semakin melarat. Masa iya ulasan bintang 1 sebulan lebih ga naik naik padahal sdh banyak ulasan dan pujian bintang 5 dari custumer bisa ga naik juga. Tolong dong para karyawan sistemnya agak yg pake otak dikit jangan buat orang makin susah. Kalau ulasan turun otomatis orderan ga ada yg masuk. Pakai otak yahhhhh, masa karna ulasan jelek sekali hancur puluhan pujian.","Negatif"
"sangat bagus","Positif"
"Selain map berubah tempt saat pembaharuan jadi banyak iklan di semua aplikasi... Aneh, bug terlalu banyak","Negatif"
"ok mantab","Positif"
"Oke","Positif"
"APK perjalanan terbaik","Positif"
"Aplikasi indriver mintak di update terus, baru satu hari siap update,, mintak update lagi,.. indriver gelisah mintak di update terus menerus,,..baru onbid,, bergeser sendiri ke offline...","Negatif"
"sangat bisa di andalkan ðŸ‘ðŸ»ðŸ‘ðŸ»ðŸ‘ðŸ»","Positif"
"pengguna mod semakin merajalela.","Negatif"
"lebih hemat","Positif"
"low respons parah gak bisa ngatasi masalah status kerja da jawabannya kurang memuaskan jangan install app ini rugiiii","Negatif"
"sangat baik","Positif"
"Tolong perbaiki lagi map-nya, harusnya sepeda motor, malah disuruh lewat tol, terus kadang kita dibuat semakin jauh harus muter padahal dekat.","Positif"
"Tolong la pihak indri klk ada orng mintak bantu lngsung respon knp , sya baruaja kenak Opik penumpang gak muncul "" ditlpon gak diangkat malah dimatikan gak lama dia emot ketawak suruh nunggu SMPK pagi ktanya pulak gimn itu sya cncel orderan palsu tapi tepat di potong saldo bukan dikit tadi 160 RB ongkos potongan 16 lbih cobak sya cet bantuan gak dibles bles emng apk ðŸ· klen gak ada yang bantu ,driver","Negatif"
"Performa semakin buruk. Order terdekat tidak muncul dilayar penuh.","Negatif"
"Buat pemain baru sepeti saya dengan app ori seperti tidak di perhatikan krn kalah trus dengan yg pakai mod, jangankan dpt orderan 2 atau 3 untuk dpt 1 orderan dri subuh hingga sore atau malam udh hebat x itu bahkan lebih sering tidak dapat orderan sama sekali, klo bgni mgkn mgkn 2 atau 3 thun bru rating atau riwayatny bagus, usaha pun menunnggu dri pagi sampai malm dan ketempat yg titik ramai pun hasilny 0. Kecewa bgt padahl saya berharap ini bisa membantu ekonomi di rmh","Negatif"
"mantap pelayanan nya","Positif"
"driver baik, sopan ðŸ‘","Positif"
"Tolong perjalan driver perbaiki .. update terus . Tapi perjalanan driver tidak bertambah sampai sudah mau 1 bulan seperti ini","Negatif"
"Bagus sekali","Positif"
"Mantap aplikasi nya","Positif"
"Ripuh","Negatif"
"sangat bermanfaat","Positif"
"Versi terbaru ðŸ‘¹ðŸ‘ºðŸ‘¹ðŸ‘º,, kenapa buffering trus, memuat permintaan trus,, orderan gak muncul,, sangat jelek, tolong segera diperbaiki karena batere HP cepat habis gara3 buffering","Negatif"
"udah gak pernah di kasih orderan ,, ceitical update meresahkan .. mending uninstall daripada cape hati","Negatif"
"Tolong perbaiki donk mod atau member di berantas biar enak murni maen nya","Negatif"
"bagus puas","Positif"
"Kita ambil penumpang masih dijalan penumpangx gak sabaran ada kena macet lsg diblokir maps yg seharusx di titik jemput kita tombol navigasix tambah ditempat tujuan mapp harus di perbaiki","Positif"
"Susah amat dapet orderan dah 3 hari massa GK ada yg yangkut,,teu adilll pisan aplikasi teh lieeeeeng,sllam pemburu receh","Negatif"
"Sempurna","Positif"
"Bagus,, tapi sayang untuk jarak pengambilan lumayan jauh2..dan hatus gerak cepat banget.. Maps nya tolong di benarkan min.. Trimakasih..","Positif"
"bagus","Positif"
"Kepada pihak indrive tolong perbaiki dong fitur rute dalam perjalanan, saya pilih arah jalan pulang, eh malah dapet lagi ke belakang,kan saya pengen pulang sambil berharap ada orderan arah pulang juga, ini malah kemana gak jelas, kayak gak berfungsi aja fitur rute dalam perjalanan, tolong perbaiki lah","Negatif"
"Saya bingung nih aplikasi,, seriuss","Negatif"
"good","Positif"
"Knp ya jika penumpang membatalkan orderan saldo kita yang terpotong? Dan pengembalian dana nya pun sangat lama. Saldo tinggal 3rb lg, dpt order dgn ongkos 41rb. Baru di chat halo, dan sesuai titik kah! CS membatalkan orderan otomatis saldo kita terpotong, dan saldo pun minus dan ga bisa LG Nerima order. CS yg pesan, cs yg membatalkan orderan kita yg kena getah nya. Blm dpt duit udah di ambil duluan duit nya.. Mending klo kita lg punya uang tinggal topup lg. Ini bner"" mengandalkan saldo yg 3rb!!!","Negatif"
"bagus banget","Positif"
"Sangat bagus","Positif"
"iNDriver paraah amat si skrng .!!! Jarak -+ 500m dr Lok sya ga masuk, boro boro dapet order bunyi ajah kaga, yang di tampilkan jarak jauh semua diatas 5-10kg. Berbeda dr 6bln yang lalu slalu gacor ,order selalu masuk jarak dekat atau jauh, skrng malah pait, tolong di perbaharui menjadi lebih baik lg dr yang sekarang. terima kasih iNDriver sudah memberikan penghasilan lebih ke sya di 6 bulan sebelumnya.","Negatif"
"Eror Mulu Tidak nyaman Perjalan gk nambah klau cs order dan di batalin driver saldonya di potongan","Negatif"
"Aplikasi ini oke lah","Negatif"
"mobil bersih dan hati hati berkendara...tks indriv.","Positif"
"Kenapa akun gua jadi gabisa login anjay!!!","Negatif"
"bagus,on time","Positif"
"Hargannya isi saldo Indriver kemahalan dan harga nya kemurahan","Negatif"
"Pantas bintang 1","Negatif"
"Mohon di tingkat kan lagi orderan dan aplikasinya","Positif"
"OKY","Positif"
"Biaya lebih murah Hanya saja, masih kekurangan driver baik mobil atau motor.. jadi lumayan lama nunggunya.. ðŸ˜","Positif"
"sangat memuaskan","Positif"
"good","Positif"
"OJOL transportasi paling murah sedunia ðŸ˜","Positif"
"Bismilah semoga akun nya makin gacor aja","Positif"
"Ntuk kota2 lumayan melimpah tp Antarkota masalah sinyal aneh update versi malah hmm.... Please dech.... Broo","Positif"
"Nih gmn min... Ko driver yg batalin order malah ke potong saldo nya.. hadech.. belom jln lom apa dah ke potong..makan dah saldo driver yg tidak punya salah.. mentamg2 dah naik daun dikit malah belagu orang kantor","Negatif"
"Wahh murah banget lolll","Negatif"
"tiba tepat waktu rapi dan wangi motor terawat","Positif"
"Saya udh daftar pengemudi, Tapi kok suruh daftar lagi.. mana nda bisa","Negatif"
"Sangat tidak membantu ! Tolong perbaiki","Negatif"
"Sangat bagus","Positif"
"Saran saya aplikasi ini sudah bagus, tapi lebih bagus lagi sistem keamanan nya ditingkatkan lagi agar tidak ada gangguan2 peretasan dari pihak2 yang tidak bertanggung jawab..!!","Positif"
"ðŸ‘","Positif"
"Susah banget - banget dapat orderan nya, kalah sama yang pakai apk tidak resmi... It tidak becus","Negatif"
"Aplikasi P.K.I","Negatif"
"pelayanan yang baikðŸ‘Œ","Positif"
"ok","Positif"
"Sangat mudah dapet order, sukses!","Positif"
"Indriver saya kenapa gabisa di perbarui ya?","Negatif"
"Semenjak update oktober selalu dikasi customer yg jaraknya diatas 12 km bahkan 15km, alhasil selalu dicancel krn terlalu jauh, padahal peringkat akun udah sangat tinggi meski orderan belum banyak.","Negatif"
"Tolong diperbaiki keamanan aplikasi drivernya, Banyak Driver yg mengunakan aplikasi tuyul dlm InDriver (mengunakan aplikasi Mods atau sejenisnya) Silahkan turun ke lapangan dan pengecekan para Driver nakal yang menggunakan aplikasi tuyul ini. Kami pengguna aplikasi Ori atau asli InDrver slalu kalah & sangat meresahkan dengan aplikasi Tuyul ini,sangat dirugikan...","Positif"
"Knpa y skrng pnjemputan ny jauh bgt di maps bsa 12 menit,tlong scpat ny perbaiki biar penumpang maupun driver tdk rugi waktu maupun bbm,trima kasih","Netral"
"Orderan di batalkan, tidak ada perjalanan. Saldo berkurang 9000 dan tidak di kembalikan. Saya tidak ikhlas, jatuhnya uang riba ya","Negatif"
"sangat ramah","Positif"
"tolong diperbaiki, sudah 3 hari saya tidak bisa online","Netral"
"Best","Positif"
"Kok gak bisa di klik online, offline terus","Negatif"
"bagus","Positif"
"Mantap","Positif"
"good","Positif"
"Autobid yg sama sekali ga bermanfaat,jarak jemput jauh tarif antar terlalu murah..","Negatif"
"Mantap","Positif"
"Saat ini.. Terbaik","Positif"
"hallo, saya ingin mengajukan akun pengemudi menjadi prioritas, saya sudah mengirim berkas yg dibutuhkan melalui email yg tercantum .. semoga indriver memberikan mengalaman yg lebih menarik dikemudian hari","Positif"
"Driver ori makin hr ga dapat order,kalah sama yg pake mod,app ga jelas,pembiaran yg pake mod","Negatif"
"Support prioritas ditingkatkan( updaten terbaru indriver critical update)","Positif"
"Setelah update making susah dapet orderan .kembalikan ke sistem aplikasi lama","Negatif"
"Gimana ni ka, saldo saya yg kepotong belum kembali an Hendra maulana driver. Karena orderan fiktip an sisil dari pasirangin ke tmii, saya sudah minta bantuan live chat, malah gak ada penyelesaian. Tolong di selesaikan.","Positif"
"Kenapa akun saya log out stelah saya perbarui ,dan saat saya log in malah harus daftar lagi ,saldo saya masih 47.000 hangus ,buruk sekali","Negatif"
"Setiap order yang di cencel penumpang saldo berkurang. Coba hitung kalau dalam sehari ada 4, 5 kali order yang di cencel penumpang, sedangkan saya kalau isi saldo 50.000 itu kalau belum terpakai. Apa iya saya hatus isi saldo setiap hari. Sedangkan pengembalian saldo yang saya baca 30 hari kerja. Coba di tinjau lagi aturannya.","Positif"
"Tolong indriver masih banyak apk mod","Negatif"
"easy to use","Positif"
"Titik jemputan ya jauh jauh,kalo kasih tips biar dapat bintang 5,yg masuk d akal lah.bagaimana bisa tepat waktu order yg di kasih titik jemput ya jauh sekali.belom lagi pelangan yg belagu kasih bintang dan komentar yg absoud","Negatif"
"Parah banget gabisa dibuka aplikasi nya baru kali ini ada yg layanan nya gk bagus","Negatif"
"Makin aneh sumpah, masa maps nya masih jauh tiba tiba driver udh sampe, minimal mah akurasi nya 90% lah mapsnya","Negatif"
"Please speed up the fund refund process within 1 x 24 hours, no need to wait 30 days. Because it took too long, my deposit ran out quickly every time a passenger canceled their order.","Positif"
"Makin buruk. Udah itu aja !!!","Negatif"
"Seharusnya penilaian untuk mendapatkan penumpang dari jarak yg terdekat hukan dari rating bintang","Netral"
"Kok banyak order pas di cocol order ga aktif gimana ini dah beberapa hari ga dapat order tolong balikin ke apk lama ini ga bener","Negatif"
"Makin hari makin parah pendapatan akun veteran di bandung.. sistem indriver tolong dong kalau kebanyakan driver jangan di buka terus pendaftaran nya...kasian pengahsilan yang akun veteran menurun bahkan ada yang off karena pendapatan nya sangat buruk..","Negatif"
"Banyak order fiktif","Negatif"
"bagus","Positif"
"ðŸ‘ðŸ‘ðŸ‘","Positif"
"Mau bilang apapun...tetap penyumbang penghasilan masih indriver bisa diatas 8jt penghasilan sebulan...asal mau dan rajin onbid","Positif"
"radar nya perbaiki lagi","Negatif"
"Mantap","Positif"
"Good job","Positif"
"bagus","Positif"
"Ga pernah dapet order sekali dpt order Map penjemputan Customer ga tampil yg tampil malah Map mengantar Customer.gmn ini mau nyari uang kl kaya begini APK nyðŸ¤¦â€â™‚ï¸ðŸ¤¦â€â™‚ï¸","Negatif"
"Sangat membantu","Positif"
"murah dan good service,tks indrive","Positif"
"Belum ada perbaikan sudah 1 bulan ini di kota critical, susah dapat orderan sama sekali","Netral"
"tolong dong tindak tegas driver yg pakai bot/mod kususnya wilayah PURWAKARTA banyak banget yang pakai","Negatif"
"Apa minta verifikasi data , udh di ksh smua data sesuai yang awal daftat, slalu di tolak, jadi tidak bisa on bid sama skali dari kmarin ðŸ‘Ž","Negatif"
"Aduhh ini bagaimana ya... Masa sebelahan sama Costumer trus gak di pilih .. padahal di antrian saya paling atas.. serta saya tanya .. kenapa tidak pilih saya costumer bilang .. waktu jemput saya 5 menit.. padahal ini tawar otomatis.. sistem di indriver ini bagaimana sengaja ya sama saya..","Negatif"
"Alhamdulillah sarana pencari nafkah","Positif"
"setelah update oktober ini saya pengguna apk indriver ori mendapat orderan yang lumayan banyak.. tak tambah 1 bintang.. kalo sebulan ini banyak orderan mengalahkan pengguna apk indriver mod tak tambah plus2.. ðŸ‘","Netral"
"bgus","Positif"
"Sangat tidak menyenangkan karena pengemudi berkata-kata kasar yang tidak pantas, harap untuk pemilik in drive ini bisa menyuruh pengemudi bisa lebih hormat sedikit kepada penumpangðŸ™","Negatif"
"Kenapa yg di tampilkan di layar, penumpang jarak dekat, yg sudah di ambil driver lain, kembalikan le sistem lama, biasanya mudah dapat penumpang ini kok malah sulit sekali","Negatif"
"gak jelas veesi baru alamat sering di tuju pun gak kliatan ,,udah gtu lemot malah jarang dpt draver aneh","Negatif"
"Di update malah ga bisa kebuka untuk dompet tambah dana nya, gimana ini, udh berhari2 ga bisa buka dompet. Gimana mau top up","Positif"
"membanty","Positif"
"Kita sudah berusaha secepat mungkin untuk menjemput penumpang sesuai titik tapi malah apes,udh di cancel sama penumpang gak dapat apa apa ehhhh malah ikut ikutan pihak indriver memblokir akun kita,,,,,susah ini aplikasi","Negatif"
"Ko disaya blm update ya","Positif"
"harus sering di update biar gak , lemot","Positif"
"tolong diperbaiki maps untuk order ,kenapa pas di titik terdekat malah tidak bunyi,tapi kalau menjauh malah bunyi","Netral"
"Kerja...kerja...kerja keras","Positif"
"aplikasi buruk,respon agen pun buruk,gk ada solusi.dikit dikit sistem. tau nya cumak keuntungan di ambil dari potongan saldo,nasib driver gk di pikirkan,hapus aja lah apk ini kalau buruk nya respon kalian sama driver dari apk kalian ini.","Negatif"
