"ulasan","pfm+","pfm-","psn+","psn-","byr+","byr-","ftr+","ftr-","tpl+","tpl-","umu+","umu-","label"
"Sudah bagus yg lama, di apdet malah butut. Bagaimana ini?","0","0","0","0","0","0","0","0","0","0","0","1","000000000001"
"Aplikasii kai setelah diupdate sangat sangatt bagus operasional yang cepat,beda sama aplikasi sebelum diupdate operasionalny lebih lambat,dan sekarang aplikasinya sangat sangat mempermudah saya","1","0","0","0","0","0","0","0","0","0","1","0","100000000010"
"Aplikasi terupdate otomatis.. Tampilannya skrg tambah ribet dan bikin bingung.. Lebih simpel tampilan yg lama.. Seharusnya klo memang ada update lebih mempermudah..ini malah sebaliknya..","0","0","0","0","0","0","0","0","0","1","0","1","000000000101"
"Upgrade makin meningkat ini tdk lemot ssaat dioperasikan. Makin memudahkan, kemarin ada kendla hubungin lewat sosial di respon dan ditnaggapi","1","0","0","0","0","0","0","0","0","0","1","0","100000000010"
"Udah maakin lancar ga lemot lagi, tapi tampilan masih enak dulu . Tampilan sekarang kayak pelangi, perpaduan warna kurang cocok","1","0","0","0","0","0","0","0","0","1","0","0","100000000100"
"Setelah di update malah makin mudah Untuk metode pembayaran dpt lewat ovo, link aja, dana","0","0","0","0","1","0","0","0","0","0","0","0","000010000000"
"Setelah upgrade terbaru, sangat memuaskan program ny berubah dan menjadi lebihh memuaskan. Lebih mudah aplikasi yg terbaru daripada yg sblum nya.","0","0","0","0","0","0","1","0","0","0","1","0","000000100010"
"Aplikasinya kebanyakan fiture jembot, kebanyakan kreatif aplikasinya sampe gabisa di pakai","0","0","0","0","0","0","0","1","0","0","0","1","000000010001"
"POIN PENTING REVIEW KAI ACCESS > ACCESS BY KAI 1. Dari semua yg paling mencolok adalah fitur pemesanan opsi RAILFOOD dan LAYANAN LAINNYA seharusnya tidak perlu masuk, biarkan itu dipesan sendiri. Karena menurut saya jadi tidak efisien saat masa hari raya yang trafic pemesanan tiket padat, apalagi jika dikejar waktu. 2. Kemudian pemilihan kursi, tampilan denah kursi terlalu besar sehingga harus scroll lama dan tidak ramah penggunaan, begitu kiga dengan opsi gerbong yang ada dibawah seperti itu.","0","0","0","1","0","0","0","0","0","1","0","0","000100000100"
"Setelah Update malah makin lancar g lemot, seblumnya saat masuk ke apk nya lemot bgt,sekarnang yg mau bli tiket atau mau bepergian naik Kereta jdi mudah apalagi yg mau pergi kerja","1","0","0","0","1","0","0","0","0","0","0","0","100010000000"
"Aplikasi bagus banget setelah di update sudah tidak ada bug dan lancar banget","1","0","0","0","0","0","0","1","0","0","0","0","100000010000"
"Keren setelah di update jadi cepet mau buka apknya. Gak cuma itu, mau pencarian juga ceept, kendala2 nya udah berkurangbgt","1","0","0","0","0","0","0","0","0","0","1","0","100000000010"
"Malah semakin lancar, mudah untuk membuka aplikasinya","1","0","0","0","0","0","0","0","0","0","0","0","100000000000"
"Aplikasi nya memuaskan loading udaj ga lama dna ga mandang provider kartu. Performa nya udah menignkat jd ga kesusahan pake aplikasi ini","1","0","0","0","0","0","0","0","0","0","1","0","100000000010"
"semakin canggih ni apk, sekarng kalo mau pesen tiket gausah nulis nama satu1,,, soalnya nama yang sudah pernah masuk keseimpen, jadi tinggal nambahin","0","0","1","0","0","0","0","0","0","0","1","0","001000000010"
"Setelah update yang terbaru tampilan oke, kualitasnya juga bagus banget. Load pas buka appnya juga ga lama, pas mau ke pembayaran juga lancar banget, pembayarannya dapat dilakukan dengan mudah. Ini nih aplikasi yang kita butuhkan cepet, simple, dan mudah.","1","0","0","0","1","0","0","0","0","0","1","0","100010000010"
"Alamdulillah setelah update akses menjadi lebih lancar, tidak seperti pada aplikasi sebelumnya lemot. Saat memilih kursi timeout tdk perlu nunggu waktu lama & membuang waktu","1","0","1","0","0","0","0","0","0","0","0","0","101000000000"
"Untuk proses pemesanan tiket lokal cepat banget, utk pembayaran ovo juga mudah","1","0","0","0","1","0","0","0","0","0","0","0","100010000000"
"Jujur aja lebih bagus dan simpel versi yang lama min.untuk versi terbaru aneh banget tampilan nya bikin bingung dan malah lebih ribet.tolong di perbaiki kalo perlu di bikin tampilan seperti versi yang lama aja.nanti saya tambah bintang nya.","0","0","0","0","0","0","0","0","0","0","0","1","000000000001"
"Alhamdulillah sudah lancar apknya.. emang minta di update trnyata","1","0","0","0","0","0","0","0","0","0","0","0","100000000000"
"Setelah update jadi makin lancar, untuk buka aplikasinya langsung satset, tpi menurut saya tampilan antarmukanya bagusan yang sebelumnya","1","0","0","0","0","0","0","0","0","1","0","0","100000000100"
"jadi makin ribet. bagi orang2 tua ini menyusahkan ya ui ux ny,, kalo dulu lebih sederhana,","0","0","0","0","0","0","0","1","0","1","0","1","000000010101"
"Saya mau lihat jadwal kereta sekaligus pesan tiket udah lbih mudah.padahal sblmnya lemottt parah pdhal waktu itu lgi urgent..","1","0","1","0","0","0","0","0","0","0","0","0","101000000000"
"Sudah update jadi makin bagus malah jadi semakin memudahkan, saat pembayaran menggunakan e wallet jadi mudah sekali, Lebih bagus dripada kai access versi lama..","1","0","0","0","1","0","0","0","0","0","1","0","100010000010"
"Update terbaru, tampilan terbaru,bukanya memperbaiki,malah mempersulit, tiket udah habis ngapain masih pada nongol.. lbh suka tampilan yg lama ,simpel dan tidak beribet","0","0","0","0","0","0","0","0","0","1","0","1","000000000101"
"Saat ini apk nya malah jadi lbh membantu. Loadingnya ga lama samsek, saat mau cek jadwal commuter line mudah sekali mencari nama stasiun . Tdk memakan banyak waktu loading untk menemukN hasil pencarian","1","0","1","0","0","0","0","0","0","0","0","0","101000000000"
"Tidak bisa memunculkan e-boarding pass dan tmpt duduk, gimana sih hini kai","0","0","0","0","0","0","0","0","0","0","0","1","000000000001"
"Parah enak versi dulu. dulu gabingung mau liat tiket yang udah dipesan dimana, sekarang kebanyakan printilan2 yang ga guna banget sumpahhhh","0","0","0","0","0","0","0","1","0","1","0","1","000000010101"
"Cepat dan informtig","1","0","0","0","0","0","0","0","0","0","0","0","100000000000"
"awalnya lemot, tpai setelah update jadi tidk sering error","1","0","0","0","0","0","0","0","0","0","0","0","100000000000"
